Timestamp,Sleep Stage
2025-02-28 21:00:00,Light
2025-02-28 21:01:00,Light
2025-02-28 21:02:00,Light
2025-02-28 21:03:00,Light
2025-02-28 21:04:00,Light
2025-02-28 21:05:00,Light
2025-02-28 21:06:00,Light
2025-02-28 21:07:00,Light
2025-02-28 21:08:00,Light
2025-02-28 21:09:00,Light
2025-02-28 21:10:00,Light
2025-02-28 21:11:00,Light
2025-02-28 21:12:00,Light
2025-02-28 21:13:00,Light
2025-02-28 21:14:00,Light
2025-02-28 21:15:00,Light
2025-02-28 21:16:00,Light
2025-02-28 21:17:00,Light
2025-02-28 21:18:00,Light
2025-02-28 21:19:00,Light
2025-02-28 21:20:00,Light
2025-02-28 21:21:00,Light
2025-02-28 21:22:00,Light
2025-02-28 21:23:00,Light
2025-02-28 21:24:00,Deep
2025-02-28 21:25:00,Deep
2025-02-28 21:26:00,Deep
2025-02-28 21:27:00,Deep
2025-02-28 21:28:00,Deep
2025-02-28 21:29:00,Deep
2025-02-28 21:30:00,Deep
2025-02-28 21:31:00,Deep
2025-02-28 21:32:00,Deep
2025-02-28 21:33:00,Deep
2025-02-28 21:34:00,Deep
2025-02-28 21:35:00,Deep
2025-02-28 21:36:00,Deep
2025-02-28 21:37:00,Deep
2025-02-28 21:38:00,Deep
2025-02-28 21:39:00,Deep
2025-02-28 21:40:00,Deep
2025-02-28 21:41:00,Deep
2025-02-28 21:42:00,Deep
2025-02-28 21:43:00,Deep
2025-02-28 21:44:00,REM
2025-02-28 21:45:00,REM
2025-02-28 21:46:00,REM
2025-02-28 21:47:00,REM
2025-02-28 21:48:00,REM
2025-02-28 21:49:00,REM
2025-02-28 21:50:00,REM
2025-02-28 21:51:00,REM
2025-02-28 21:52:00,REM
2025-02-28 21:53:00,REM
2025-02-28 21:54:00,REM
2025-02-28 21:55:00,REM
2025-02-28 21:56:00,REM
2025-02-28 21:57:00,Light
2025-02-28 21:58:00,Light
2025-02-28 21:59:00,Light
2025-02-28 22:00:00,Light
2025-02-28 22:01:00,Light
2025-02-28 22:02:00,Light
2025-02-28 22:03:00,Light
2025-02-28 22:04:00,Light
2025-02-28 22:05:00,Light
2025-02-28 22:06:00,Light
2025-02-28 22:07:00,Light
2025-02-28 22:08:00,Light
2025-02-28 22:09:00,Light
2025-02-28 22:10:00,Light
2025-02-28 22:11:00,Light
2025-02-28 22:12:00,Light
2025-02-28 22:13:00,Light
2025-02-28 22:14:00,Light
2025-02-28 22:15:00,Light
2025-02-28 22:16:00,Light
2025-02-28 22:17:00,Light
2025-02-28 22:18:00,Light
2025-02-28 22:19:00,Light
2025-02-28 22:20:00,Light
2025-02-28 22:21:00,Light
2025-02-28 22:22:00,Light
2025-02-28 22:23:00,Light
2025-02-28 22:24:00,Light
2025-02-28 22:25:00,Deep
2025-02-28 22:26:00,Deep
2025-02-28 22:27:00,Deep
2025-02-28 22:28:00,Deep
2025-02-28 22:29:00,Deep
2025-02-28 22:30:00,Deep
2025-02-28 22:31:00,Deep
2025-02-28 22:32:00,Deep
2025-02-28 22:33:00,Deep
2025-02-28 22:34:00,Deep
2025-02-28 22:35:00,Deep
2025-02-28 22:36:00,Deep
2025-02-28 22:37:00,REM
2025-02-28 22:38:00,REM
2025-02-28 22:39:00,REM
2025-02-28 22:40:00,REM
2025-02-28 22:41:00,REM
2025-02-28 22:42:00,REM
2025-02-28 22:43:00,REM
2025-02-28 22:44:00,REM
2025-02-28 22:45:00,REM
2025-02-28 22:46:00,REM
2025-02-28 22:47:00,REM
2025-02-28 22:48:00,REM
2025-02-28 22:49:00,REM
2025-02-28 22:50:00,Awake
2025-02-28 22:51:00,Awake
2025-02-28 22:52:00,Awake
2025-02-28 22:53:00,Light
2025-02-28 22:54:00,Light
2025-02-28 22:55:00,Light
2025-02-28 22:56:00,Light
2025-02-28 22:57:00,Light
2025-02-28 22:58:00,Light
2025-02-28 22:59:00,Light
2025-02-28 23:00:00,Light
2025-02-28 23:01:00,Light
2025-02-28 23:02:00,Light
2025-02-28 23:03:00,Light
2025-02-28 23:04:00,Light
2025-02-28 23:05:00,Light
2025-02-28 23:06:00,Light
2025-02-28 23:07:00,Light
2025-02-28 23:08:00,Light
2025-02-28 23:09:00,Light
2025-02-28 23:10:00,Light
2025-02-28 23:11:00,Light
2025-02-28 23:12:00,Light
2025-02-28 23:13:00,Light
2025-02-28 23:14:00,Light
2025-02-28 23:15:00,Light
2025-02-28 23:16:00,Light
2025-02-28 23:17:00,Light
2025-02-28 23:18:00,Light
2025-02-28 23:19:00,Light
2025-02-28 23:20:00,Light
2025-02-28 23:21:00,Light
2025-02-28 23:22:00,Light
2025-02-28 23:23:00,Deep
2025-02-28 23:24:00,Deep
2025-02-28 23:25:00,Deep
2025-02-28 23:26:00,Deep
2025-02-28 23:27:00,Deep
2025-02-28 23:28:00,Deep
2025-02-28 23:29:00,Deep
2025-02-28 23:30:00,Deep
2025-02-28 23:31:00,Deep
2025-02-28 23:32:00,Deep
2025-02-28 23:33:00,Deep
2025-02-28 23:34:00,Deep
2025-02-28 23:35:00,Deep
2025-02-28 23:36:00,REM
2025-02-28 23:37:00,REM
2025-02-28 23:38:00,REM
2025-02-28 23:39:00,REM
2025-02-28 23:40:00,REM
2025-02-28 23:41:00,REM
2025-02-28 23:42:00,REM
2025-02-28 23:43:00,REM
2025-02-28 23:44:00,REM
2025-02-28 23:45:00,Awake
2025-02-28 23:46:00,Awake
2025-02-28 23:47:00,Awake
2025-02-28 23:48:00,Light
2025-02-28 23:49:00,Light
2025-02-28 23:50:00,Light
2025-02-28 23:51:00,Light
2025-02-28 23:52:00,Light
2025-02-28 23:53:00,Light
2025-02-28 23:54:00,Light
2025-02-28 23:55:00,Light
2025-02-28 23:56:00,Light
2025-02-28 23:57:00,Light
2025-02-28 23:58:00,Light
2025-02-28 23:59:00,Deep
2025-03-01 00:00:00,Deep
2025-03-01 00:01:00,Deep
2025-03-01 00:02:00,Deep
2025-03-01 00:03:00,Deep
2025-03-01 00:04:00,Deep
2025-03-01 00:05:00,Deep
2025-03-01 00:06:00,Deep
2025-03-01 00:07:00,Deep
2025-03-01 00:08:00,Deep
2025-03-01 00:09:00,Deep
2025-03-01 00:10:00,Deep
2025-03-01 00:11:00,Deep
2025-03-01 00:12:00,Deep
2025-03-01 00:13:00,Deep
2025-03-01 00:14:00,Deep
2025-03-01 00:15:00,Deep
2025-03-01 00:16:00,Deep
2025-03-01 00:17:00,Deep
2025-03-01 00:18:00,Deep
2025-03-01 00:19:00,REM
2025-03-01 00:20:00,REM
2025-03-01 00:21:00,REM
2025-03-01 00:22:00,REM
2025-03-01 00:23:00,REM
2025-03-01 00:24:00,REM
2025-03-01 00:25:00,REM
2025-03-01 00:26:00,Light
2025-03-01 00:27:00,Light
2025-03-01 00:28:00,Light
2025-03-01 00:29:00,Light
2025-03-01 00:30:00,Light
2025-03-01 00:31:00,Light
2025-03-01 00:32:00,Light
2025-03-01 00:33:00,Light
2025-03-01 00:34:00,Light
2025-03-01 00:35:00,Light
2025-03-01 00:36:00,Light
2025-03-01 00:37:00,Light
2025-03-01 00:38:00,Light
2025-03-01 00:39:00,Deep
2025-03-01 00:40:00,Deep
2025-03-01 00:41:00,Deep
2025-03-01 00:42:00,Deep
2025-03-01 00:43:00,Deep
2025-03-01 00:44:00,Deep
2025-03-01 00:45:00,Deep
2025-03-01 00:46:00,Deep
2025-03-01 00:47:00,Deep
2025-03-01 00:48:00,Deep
2025-03-01 00:49:00,Deep
2025-03-01 00:50:00,REM
2025-03-01 00:51:00,REM
2025-03-01 00:52:00,REM
2025-03-01 00:53:00,REM
2025-03-01 00:54:00,REM
2025-03-01 00:55:00,REM
2025-03-01 00:56:00,REM
2025-03-01 00:57:00,REM
2025-03-01 00:58:00,REM
2025-03-01 00:59:00,REM
2025-03-01 01:00:00,REM
2025-03-01 01:01:00,Awake
2025-03-01 01:02:00,Light
2025-03-01 01:03:00,Light
2025-03-01 01:04:00,Light
2025-03-01 01:05:00,Light
2025-03-01 01:06:00,Light
2025-03-01 01:07:00,Light
2025-03-01 01:08:00,Light
2025-03-01 01:09:00,Light
2025-03-01 01:10:00,Light
2025-03-01 01:11:00,Light
2025-03-01 01:12:00,Light
2025-03-01 01:13:00,Light
2025-03-01 01:14:00,Light
2025-03-01 01:15:00,Light
