Timestamp,Sleep Stage
2025-03-25 00:37:00,Deep
2025-03-25 00:38:00,Deep
2025-03-25 00:39:00,Deep
2025-03-25 00:40:00,Deep
2025-03-25 00:41:00,Deep
2025-03-25 00:42:00,Deep
2025-03-25 00:43:00,Deep
2025-03-25 00:44:00,Deep
2025-03-25 00:45:00,Deep
2025-03-25 00:46:00,Deep
2025-03-25 00:47:00,Deep
2025-03-25 00:48:00,Deep
2025-03-25 00:49:00,Deep
2025-03-25 00:50:00,Deep
2025-03-25 00:51:00,Deep
2025-03-25 00:52:00,Deep
2025-03-25 00:53:00,Deep
2025-03-25 00:54:00,Deep
2025-03-25 00:55:00,Deep
2025-03-25 00:56:00,Deep
2025-03-25 00:57:00,Deep
2025-03-25 00:58:00,Deep
2025-03-25 00:59:00,Deep
2025-03-25 01:00:00,Deep
2025-03-25 01:01:00,Deep
2025-03-25 01:02:00,Deep
2025-03-25 01:03:00,Deep
2025-03-25 01:04:00,Deep
2025-03-25 01:05:00,Deep
2025-03-25 01:06:00,Deep
2025-03-25 01:07:00,Deep
2025-03-25 01:08:00,Deep
2025-03-25 01:09:00,Deep
2025-03-25 01:10:00,Deep
2025-03-25 01:11:00,Deep
2025-03-25 01:12:00,Deep
2025-03-25 01:13:00,Deep
2025-03-25 01:14:00,Deep
2025-03-25 01:15:00,Deep
2025-03-25 01:16:00,Deep
2025-03-25 01:17:00,Deep
2025-03-25 01:18:00,Deep
2025-03-25 01:19:00,Deep
2025-03-25 01:20:00,Deep
2025-03-25 01:21:00,Deep
2025-03-25 01:22:00,Deep
2025-03-25 01:23:00,Deep
2025-03-25 01:24:00,Deep
2025-03-25 01:25:00,Deep
2025-03-25 01:26:00,Deep
2025-03-25 01:27:00,Deep
2025-03-25 01:28:00,Deep
2025-03-25 01:29:00,Deep
2025-03-25 01:30:00,Deep
2025-03-25 01:31:00,Deep
2025-03-25 01:32:00,Deep
2025-03-25 01:33:00,Deep
2025-03-25 01:34:00,Deep
2025-03-25 01:35:00,Deep
2025-03-25 01:36:00,Deep
2025-03-25 01:37:00,Light
2025-03-25 01:38:00,Light
2025-03-25 01:39:00,Light
2025-03-25 01:40:00,Light
2025-03-25 01:41:00,Light
2025-03-25 01:42:00,Light
2025-03-25 01:43:00,Light
2025-03-25 01:44:00,Light
2025-03-25 01:45:00,Light
2025-03-25 01:46:00,Light
2025-03-25 01:47:00,Light
2025-03-25 01:48:00,Light
2025-03-25 01:49:00,Light
2025-03-25 01:50:00,Light
2025-03-25 01:51:00,Light
2025-03-25 01:52:00,Light
2025-03-25 01:53:00,Light
2025-03-25 01:54:00,Light
2025-03-25 01:55:00,Light
2025-03-25 01:56:00,Light
2025-03-25 01:57:00,Light
2025-03-25 01:58:00,Light
2025-03-25 01:59:00,Light
2025-03-25 02:00:00,Light
2025-03-25 02:01:00,Light
2025-03-25 02:02:00,Light
2025-03-25 02:03:00,Light
2025-03-25 02:04:00,Light
2025-03-25 02:05:00,Light
2025-03-25 02:06:00,Light
2025-03-25 02:07:00,Light
2025-03-25 02:08:00,Light
2025-03-25 02:09:00,Light
2025-03-25 02:10:00,Light
2025-03-25 02:11:00,Light
2025-03-25 02:12:00,Light
