Timestamp,Sleep Stage
2025-04-28 23:00:00,Awake
2025-04-28 23:01:00,REM
2025-04-28 23:02:00,Deep
2025-04-28 23:03:00,Light
2025-04-28 23:04:00,Light
2025-04-28 23:05:00,Light
2025-04-28 23:06:00,Deep
2025-04-28 23:07:00,Light
2025-04-28 23:08:00,Awake
2025-04-28 23:09:00,Awake
2025-04-28 23:10:00,Awake
2025-04-28 23:11:00,Deep
2025-04-28 23:12:00,Light
2025-04-28 23:13:00,Light
2025-04-28 23:14:00,Awake
2025-04-28 23:15:00,Light
2025-04-28 23:16:00,Light
2025-04-28 23:17:00,Light
2025-04-28 23:18:00,Light
2025-04-28 23:19:00,REM
2025-04-28 23:20:00,Light
2025-04-28 23:21:00,Awake
2025-04-28 23:22:00,Light
2025-04-28 23:23:00,Light
2025-04-28 23:24:00,Light
2025-04-28 23:25:00,Deep
2025-04-28 23:26:00,Light
2025-04-28 23:27:00,Awake
2025-04-28 23:28:00,REM
2025-04-28 23:29:00,Light
2025-04-28 23:30:00,Awake
2025-04-28 23:31:00,Light
2025-04-28 23:32:00,Light
2025-04-28 23:33:00,Light
2025-04-28 23:34:00,Deep
2025-04-28 23:35:00,REM
2025-04-28 23:36:00,Light
2025-04-28 23:37:00,Light
2025-04-28 23:38:00,Light
2025-04-28 23:39:00,Light
2025-04-28 23:40:00,REM
2025-04-28 23:41:00,REM
2025-04-28 23:42:00,REM
2025-04-28 23:43:00,Light
2025-04-28 23:44:00,Light
2025-04-28 23:45:00,Light
2025-04-28 23:46:00,Light
2025-04-28 23:47:00,Light
2025-04-28 23:48:00,Light
2025-04-28 23:49:00,Deep
2025-04-28 23:50:00,REM
2025-04-28 23:51:00,Light
2025-04-28 23:52:00,REM
2025-04-28 23:53:00,Light
2025-04-28 23:54:00,REM
2025-04-28 23:55:00,REM
2025-04-28 23:56:00,Light
2025-04-28 23:57:00,REM
2025-04-28 23:58:00,Light
2025-04-28 23:59:00,Deep
2025-02-16 00:00:00,Light
2025-02-16 00:01:00,Light
2025-02-16 00:02:00,Awake
2025-02-16 00:03:00,REM
2025-02-16 00:04:00,Deep
2025-02-16 00:05:00,Light
2025-02-16 00:06:00,Deep
2025-02-16 00:07:00,Awake
2025-02-16 00:08:00,Light
2025-02-16 00:09:00,Light
2025-02-16 00:10:00,Awake
2025-02-16 00:11:00,Deep
2025-02-16 00:12:00,Light
2025-02-16 00:13:00,Light
2025-02-16 00:14:00,Light
2025-02-16 00:15:00,Light
2025-02-16 00:16:00,REM
2025-02-16 00:17:00,REM
2025-02-16 00:18:00,Light
2025-02-16 00:19:00,Deep
2025-02-16 00:20:00,REM
2025-02-16 00:21:00,Light
2025-02-16 00:22:00,Deep
2025-02-16 00:23:00,REM
2025-02-16 00:24:00,Awake
2025-02-16 00:25:00,Light
2025-02-16 00:26:00,Light
2025-02-16 00:27:00,Light
2025-02-16 00:28:00,Light
2025-02-16 00:29:00,Light
2025-02-16 00:30:00,REM
2025-02-16 00:31:00,Light
2025-02-16 00:32:00,Deep
2025-02-16 00:33:00,Light
2025-02-16 00:34:00,Light
2025-02-16 00:35:00,Awake
2025-02-16 00:36:00,Deep
