Timestamp,Sleep Stage
2025-02-05 21:00:00,Light
2025-02-05 21:01:00,Light
2025-02-05 21:02:00,Light
2025-02-05 21:03:00,Light
2025-02-05 21:04:00,Light
2025-02-05 21:05:00,Light
2025-02-05 21:06:00,Light
2025-02-05 21:07:00,Light
2025-02-05 21:08:00,Light
2025-02-05 21:09:00,Light
2025-02-05 21:10:00,Light
2025-02-05 21:11:00,Light
2025-02-05 21:12:00,Deep
2025-02-05 21:13:00,Deep
2025-02-05 21:14:00,Deep
2025-02-05 21:15:00,Deep
2025-02-05 21:16:00,Deep
2025-02-05 21:17:00,Deep
2025-02-05 21:18:00,Deep
2025-02-05 21:19:00,Deep
2025-02-05 21:20:00,Deep
2025-02-05 21:21:00,Deep
2025-02-05 21:22:00,Deep
2025-02-05 21:23:00,Deep
2025-02-05 21:24:00,Deep
2025-02-05 21:25:00,Deep
2025-02-05 21:26:00,Deep
2025-02-05 21:27:00,Deep
2025-02-05 21:28:00,Deep
2025-02-05 21:29:00,REM
2025-02-05 21:30:00,REM
2025-02-05 21:31:00,REM
2025-02-05 21:32:00,REM
2025-02-05 21:33:00,REM
2025-02-05 21:34:00,REM
2025-02-05 21:35:00,REM
2025-02-05 21:36:00,REM
2025-02-05 21:37:00,REM
2025-02-05 21:38:00,REM
2025-02-05 21:39:00,REM
2025-02-05 21:40:00,REM
2025-02-05 21:41:00,REM
2025-02-05 21:42:00,REM
2025-02-05 21:43:00,Light
2025-02-05 21:44:00,Light
2025-02-05 21:45:00,Light
2025-02-05 21:46:00,Light
2025-02-05 21:47:00,Light
2025-02-05 21:48:00,Light
2025-02-05 21:49:00,Light
2025-02-05 21:50:00,Light
2025-02-05 21:51:00,Light
2025-02-05 21:52:00,Light
2025-02-05 21:53:00,Light
2025-02-05 21:54:00,Light
2025-02-05 21:55:00,Light
2025-02-05 21:56:00,Light
2025-02-05 21:57:00,Light
2025-02-05 21:58:00,Light
2025-02-05 21:59:00,Light
2025-02-05 22:00:00,Light
2025-02-05 22:01:00,Light
2025-02-05 22:02:00,Light
2025-02-05 22:03:00,Light
2025-02-05 22:04:00,Light
2025-02-05 22:05:00,Light
2025-02-05 22:06:00,Light
2025-02-05 22:07:00,Deep
2025-02-05 22:08:00,Deep
2025-02-05 22:09:00,Deep
2025-02-05 22:10:00,Deep
2025-02-05 22:11:00,Deep
2025-02-05 22:12:00,Deep
2025-02-05 22:13:00,Deep
2025-02-05 22:14:00,Deep
2025-02-05 22:15:00,Deep
2025-02-05 22:16:00,Deep
2025-02-05 22:17:00,Deep
2025-02-05 22:18:00,Deep
2025-02-05 22:19:00,Deep
2025-02-05 22:20:00,Deep
2025-02-05 22:21:00,Deep
2025-02-05 22:22:00,Deep
2025-02-05 22:23:00,REM
2025-02-05 22:24:00,REM
2025-02-05 22:25:00,REM
2025-02-05 22:26:00,REM
2025-02-05 22:27:00,REM
2025-02-05 22:28:00,REM
2025-02-05 22:29:00,REM
2025-02-05 22:30:00,REM
2025-02-05 22:31:00,REM
2025-02-05 22:32:00,REM
2025-02-05 22:33:00,REM
2025-02-05 22:34:00,REM
