Timestamp,Sleep Stage
2025-05-04 02:51:00,REM
2025-05-04 02:52:00,REM
2025-05-04 02:53:00,REM
2025-05-04 02:54:00,REM
2025-05-04 02:55:00,REM
2025-05-04 02:56:00,REM
2025-05-04 02:57:00,REM
2025-05-04 02:58:00,REM
2025-05-04 02:59:00,REM
2025-05-04 03:00:00,REM
2025-05-04 03:01:00,REM
2025-05-04 03:02:00,REM
2025-05-04 03:03:00,REM
2025-05-04 03:04:00,REM
2025-05-04 03:05:00,REM
2025-05-04 03:06:00,REM
2025-05-04 03:07:00,REM
2025-05-04 03:08:00,REM
2025-05-04 03:09:00,REM
2025-05-04 03:10:00,REM
2025-05-04 03:11:00,REM
2025-05-04 03:12:00,Awake
2025-05-04 03:13:00,Awake
2025-05-04 03:14:00,Awake
2025-05-04 03:15:00,REM
2025-05-04 03:16:00,REM
2025-05-04 03:17:00,REM
2025-05-04 03:18:00,REM
2025-05-04 03:19:00,REM
2025-05-04 03:20:00,REM
2025-05-04 03:21:00,REM
2025-05-04 03:22:00,REM
2025-05-04 03:23:00,REM
2025-05-04 03:24:00,REM
2025-05-04 03:25:00,REM
2025-05-04 03:26:00,REM
2025-05-04 03:27:00,REM
2025-05-04 03:28:00,REM
2025-05-04 03:29:00,REM
2025-05-04 03:30:00,REM
2025-05-04 03:31:00,REM
2025-05-04 03:32:00,REM
2025-05-04 03:33:00,REM
2025-05-04 03:34:00,REM
2025-05-04 03:35:00,Deep
2025-05-04 03:36:00,Deep
2025-05-04 03:37:00,Deep
2025-05-04 03:38:00,Deep
2025-05-04 03:39:00,Deep
2025-05-04 03:40:00,Deep
2025-05-04 03:41:00,Deep
2025-05-04 03:42:00,Deep
2025-05-04 03:43:00,Deep
2025-05-04 03:44:00,Deep
2025-05-04 03:45:00,Deep
2025-05-04 03:46:00,Deep
2025-05-04 03:47:00,Deep
2025-05-04 03:48:00,Deep
2025-05-04 03:49:00,Deep
2025-05-04 03:50:00,Deep
2025-05-04 03:51:00,Deep
2025-05-04 03:52:00,Deep
2025-05-04 03:53:00,Deep
2025-05-04 03:54:00,Deep
2025-05-04 03:55:00,Deep
2025-05-04 03:56:00,Deep
2025-05-04 03:57:00,Deep
2025-05-04 03:58:00,Deep
2025-05-04 03:59:00,Deep
2025-05-04 04:00:00,Deep
2025-05-04 04:01:00,Deep
2025-05-04 04:02:00,Deep
2025-05-04 04:03:00,Deep
2025-05-04 04:04:00,Deep
2025-05-04 04:05:00,Deep
2025-05-04 04:06:00,Deep
2025-05-04 04:07:00,Deep
2025-05-04 04:08:00,Deep
2025-05-04 04:09:00,Deep
2025-05-04 04:10:00,Deep
2025-05-04 04:11:00,Deep
2025-05-04 04:12:00,Deep
2025-05-04 04:13:00,Deep
2025-05-04 04:14:00,Deep
2025-05-04 04:15:00,Deep
2025-05-04 04:16:00,Deep
2025-05-04 04:17:00,Deep
2025-05-04 04:18:00,Deep
2025-05-04 04:19:00,Deep
2025-05-04 04:20:00,Deep
2025-05-04 04:21:00,Deep
2025-05-04 04:22:00,Deep
2025-05-04 04:23:00,Deep
2025-05-04 04:24:00,Deep
2025-05-04 04:25:00,Deep
2025-05-04 04:26:00,Deep
2025-05-04 04:27:00,Deep
2025-05-04 04:28:00,Deep
2025-05-04 04:29:00,Deep
2025-05-04 04:30:00,Deep
2025-05-04 04:31:00,Deep
2025-05-04 04:32:00,Deep
2025-05-04 04:33:00,Deep
2025-05-04 04:34:00,Deep
2025-05-04 04:35:00,Light
2025-05-04 04:36:00,Light
2025-05-04 04:37:00,Light
2025-05-04 04:38:00,Light
2025-05-04 04:39:00,Light
2025-05-04 04:40:00,Light
2025-05-04 04:41:00,Light
2025-05-04 04:42:00,Light
2025-05-04 04:43:00,Light
2025-05-04 04:44:00,Light
2025-05-04 04:45:00,Light
2025-05-04 04:46:00,Light
2025-05-04 04:47:00,Light
2025-05-04 04:48:00,Light
2025-05-04 04:49:00,Light
2025-05-04 04:50:00,Light
2025-05-04 04:51:00,Light
2025-05-04 04:52:00,Light
2025-05-04 04:53:00,Light
2025-05-04 04:54:00,Light
2025-05-04 04:55:00,Light
2025-05-04 04:56:00,Light
2025-05-04 04:57:00,Light
2025-05-04 04:58:00,Light
2025-05-04 04:59:00,Light
2025-05-04 05:00:00,Light
2025-05-04 05:01:00,Light
2025-05-04 05:02:00,Light
2025-05-04 05:03:00,Light
2025-05-04 05:04:00,Light
2025-05-04 05:05:00,Light
2025-05-04 05:06:00,Light
2025-05-04 05:07:00,Light
2025-05-04 05:08:00,Light
2025-05-04 05:09:00,Light
2025-05-04 05:10:00,Light
2025-05-04 05:11:00,Light
2025-05-04 05:12:00,Light
2025-05-04 05:13:00,Light
2025-05-04 05:14:00,Light
2025-05-04 05:15:00,Deep
2025-05-04 05:16:00,Deep
2025-05-04 05:17:00,Deep
2025-05-04 05:18:00,Deep
2025-05-04 05:19:00,Deep
2025-05-04 05:20:00,Deep
2025-05-04 05:21:00,Deep
2025-05-04 05:22:00,Deep
2025-05-04 05:23:00,Deep
2025-05-04 05:24:00,Deep
2025-05-04 05:25:00,Deep
2025-05-04 05:26:00,Deep
2025-05-04 05:27:00,Deep
2025-05-04 05:28:00,Deep
2025-05-04 05:29:00,Deep
2025-05-04 05:30:00,Deep
2025-05-04 05:31:00,Deep
2025-05-04 05:32:00,Deep
2025-05-04 05:33:00,Deep
2025-05-04 05:34:00,Deep
2025-05-04 05:35:00,Deep
2025-05-04 05:36:00,Deep
2025-05-04 05:37:00,Deep
2025-05-04 05:38:00,Deep
2025-05-04 05:39:00,Deep
2025-05-04 05:40:00,Deep
2025-05-04 05:41:00,Deep
2025-05-04 05:42:00,Deep
2025-05-04 05:43:00,Deep
2025-05-04 05:44:00,Deep
2025-05-04 05:45:00,Deep
2025-05-04 05:46:00,Deep
2025-05-04 05:47:00,Deep
2025-05-04 05:48:00,Deep
2025-05-04 05:49:00,Deep
2025-05-04 05:50:00,Deep
2025-05-04 05:51:00,Deep
2025-05-04 05:52:00,Deep
2025-05-04 05:53:00,Deep
2025-05-04 05:54:00,Deep
2025-05-04 05:55:00,Deep
2025-05-04 05:56:00,Deep
2025-05-04 05:57:00,Deep
2025-05-04 05:58:00,Deep
2025-05-04 05:59:00,Deep
2025-05-04 06:00:00,Deep
2025-05-04 06:01:00,Deep
2025-05-04 06:02:00,Deep
2025-05-04 06:03:00,Deep
2025-05-04 06:04:00,Deep
2025-05-04 06:05:00,Deep
2025-05-04 06:06:00,Deep
2025-05-04 06:07:00,Deep
2025-05-04 06:08:00,Deep
2025-05-04 06:09:00,Deep
2025-05-04 06:10:00,Deep
2025-05-04 06:11:00,Deep
2025-05-04 06:12:00,Deep
2025-05-04 06:13:00,Deep
2025-05-04 06:14:00,Deep
2025-05-04 06:15:00,Deep
2025-05-04 06:16:00,Light
2025-05-04 06:17:00,Light
2025-05-04 06:18:00,Light
2025-05-04 06:19:00,Light
2025-05-04 06:20:00,Light
2025-05-04 06:21:00,Light
2025-05-04 06:22:00,Light
2025-05-04 06:23:00,Light
2025-05-04 06:24:00,Light
2025-05-04 06:25:00,Light
2025-05-04 06:26:00,Light
2025-05-04 06:27:00,Light
2025-05-04 06:28:00,Light
2025-05-04 06:29:00,Light
