Timestamp,Sleep Stage
2025-03-04 23:46:00,Deep
2025-03-04 23:47:00,Deep
2025-03-04 23:48:00,Deep
2025-03-04 23:49:00,Deep
2025-03-04 23:50:00,Deep
2025-03-04 23:51:00,Deep
2025-03-04 23:52:00,Deep
2025-03-04 23:53:00,Deep
2025-03-04 23:54:00,Deep
2025-03-04 23:55:00,Deep
2025-03-04 23:56:00,Deep
2025-03-04 23:57:00,Deep
2025-03-04 23:58:00,Deep
2025-03-04 23:59:00,Deep
2025-03-05 00:00:00,Deep
2025-03-05 00:01:00,Deep
2025-03-05 00:02:00,Deep
2025-03-05 00:03:00,Deep
2025-03-05 00:04:00,Deep
2025-03-05 00:05:00,Deep
2025-03-05 00:06:00,Deep
2025-03-05 00:07:00,Deep
2025-03-05 00:08:00,Deep
2025-03-05 00:09:00,Deep
2025-03-05 00:10:00,Deep
2025-03-05 00:11:00,Deep
2025-03-05 00:12:00,Deep
2025-03-05 00:13:00,Deep
2025-03-05 00:14:00,Deep
2025-03-05 00:15:00,Deep
2025-03-05 00:16:00,Deep
2025-03-05 00:17:00,Deep
2025-03-05 00:18:00,Deep
2025-03-05 00:19:00,Deep
2025-03-05 00:20:00,Deep
2025-03-05 00:21:00,Deep
2025-03-05 00:22:00,Deep
2025-03-05 00:23:00,Deep
2025-03-05 00:24:00,Deep
2025-03-05 00:25:00,Deep
2025-03-05 00:26:00,Deep
2025-03-05 00:27:00,Deep
2025-03-05 00:28:00,Deep
2025-03-05 00:29:00,Deep
2025-03-05 00:30:00,Deep
2025-03-05 00:31:00,Deep
2025-03-05 00:32:00,Deep
2025-03-05 00:33:00,Deep
2025-03-05 00:34:00,Deep
2025-03-05 00:35:00,Deep
2025-03-05 00:36:00,Deep
2025-03-05 00:37:00,Deep
2025-03-05 00:38:00,Deep
2025-03-05 00:39:00,Deep
2025-03-05 00:40:00,Deep
2025-03-05 00:41:00,Deep
2025-03-05 00:42:00,Deep
2025-03-05 00:43:00,Deep
2025-03-05 00:44:00,Deep
2025-03-05 00:45:00,Light
2025-03-05 00:46:00,Light
2025-03-05 00:47:00,Light
2025-03-05 00:48:00,Light
2025-03-05 00:49:00,Light
2025-03-05 00:50:00,Light
2025-03-05 00:51:00,Light
2025-03-05 00:52:00,Light
2025-03-05 00:53:00,Light
2025-03-05 00:54:00,Light
2025-03-05 00:55:00,Light
2025-03-05 00:56:00,Light
2025-03-05 00:57:00,Light
2025-03-05 00:58:00,Light
2025-03-05 00:59:00,Light
2025-03-05 01:00:00,Light
2025-03-05 01:01:00,Light
2025-03-05 01:02:00,Light
2025-03-05 01:03:00,Light
2025-03-05 01:04:00,Light
2025-03-05 01:05:00,Light
2025-03-05 01:06:00,Light
2025-03-05 01:07:00,Light
2025-03-05 01:08:00,Light
2025-03-05 01:09:00,Light
2025-03-05 01:10:00,Light
2025-03-05 01:11:00,Light
2025-03-05 01:12:00,Light
2025-03-05 01:13:00,Light
2025-03-05 01:14:00,Light
2025-03-05 01:15:00,Light
2025-03-05 01:16:00,Light
2025-03-05 01:17:00,Light
2025-03-05 01:18:00,Light
2025-03-05 01:19:00,Light
2025-03-05 01:20:00,Light
2025-03-05 01:21:00,Light
2025-03-05 01:22:00,Light
2025-03-05 01:23:00,Light
2025-03-05 01:24:00,Light
2025-03-05 01:25:00,Deep
2025-03-05 01:26:00,Deep
2025-03-05 01:27:00,Deep
2025-03-05 01:28:00,Deep
2025-03-05 01:29:00,Deep
2025-03-05 01:30:00,Deep
