Timestamp,Sleep Stage
2025-02-01 21:05:00,Deep
2025-02-01 21:06:00,Deep
2025-02-01 21:07:00,Deep
2025-02-01 21:08:00,Deep
2025-02-01 21:09:00,Deep
2025-02-01 21:10:00,Deep
2025-02-01 21:11:00,Deep
2025-02-01 21:12:00,Deep
2025-02-01 21:13:00,Deep
2025-02-01 21:14:00,Deep
2025-02-01 21:15:00,Deep
2025-02-01 21:16:00,Deep
2025-02-01 21:17:00,Deep
2025-02-01 21:18:00,Deep
2025-02-01 21:19:00,Deep
2025-02-01 21:20:00,Deep
2025-02-01 21:21:00,Deep
2025-02-01 21:22:00,Deep
2025-02-01 21:23:00,Deep
2025-02-01 21:24:00,Deep
2025-02-01 21:25:00,Deep
2025-02-01 21:26:00,Deep
2025-02-01 21:27:00,Deep
2025-02-01 21:28:00,Deep
2025-02-01 21:29:00,Deep
2025-02-01 21:30:00,Deep
2025-02-01 21:31:00,Deep
2025-02-01 21:32:00,Deep
2025-02-01 21:33:00,Deep
2025-02-01 21:34:00,Deep
2025-02-01 21:35:00,Deep
2025-02-01 21:36:00,Deep
2025-02-01 21:37:00,Deep
2025-02-01 21:38:00,Deep
2025-02-01 21:39:00,Deep
2025-02-01 21:40:00,Deep
2025-02-01 21:41:00,Deep
2025-02-01 21:42:00,Deep
2025-02-01 21:43:00,Deep
2025-02-01 21:44:00,Deep
2025-02-01 21:45:00,Deep
2025-02-01 21:46:00,Deep
2025-02-01 21:47:00,Deep
2025-02-01 21:48:00,Deep
2025-02-01 21:49:00,Deep
2025-02-01 21:50:00,Deep
2025-02-01 21:51:00,Deep
2025-02-01 21:52:00,Deep
2025-02-01 21:53:00,Deep
2025-02-01 21:54:00,Deep
2025-02-01 21:55:00,Deep
2025-02-01 21:56:00,Deep
2025-02-01 21:57:00,Deep
2025-02-01 21:58:00,Deep
2025-02-01 21:59:00,Deep
2025-02-01 22:00:00,Deep
2025-02-01 22:01:00,Deep
2025-02-01 22:02:00,Deep
2025-02-01 22:03:00,Deep
2025-02-01 22:04:00,Deep
2025-02-01 22:05:00,REM
2025-02-01 22:06:00,REM
2025-02-01 22:07:00,REM
2025-02-01 22:08:00,REM
2025-02-01 22:09:00,REM
2025-02-01 22:10:00,REM
2025-02-01 22:11:00,REM
2025-02-01 22:12:00,REM
2025-02-01 22:13:00,REM
2025-02-01 22:14:00,REM
2025-02-01 22:15:00,REM
2025-02-01 22:16:00,REM
2025-02-01 22:17:00,REM
2025-02-01 22:18:00,REM
2025-02-01 22:19:00,REM
2025-02-01 22:20:00,REM
2025-02-01 22:21:00,REM
2025-02-01 22:22:00,REM
2025-02-01 22:23:00,REM
2025-02-01 22:24:00,Light
2025-02-01 22:25:00,Light
2025-02-01 22:26:00,Light
2025-02-01 22:27:00,Light
2025-02-01 22:28:00,Light
2025-02-01 22:29:00,Light
2025-02-01 22:30:00,Light
2025-02-01 22:31:00,Light
2025-02-01 22:32:00,Light
2025-02-01 22:33:00,Light
2025-02-01 22:34:00,Light
2025-02-01 22:35:00,Light
2025-02-01 22:36:00,Light
2025-02-01 22:37:00,Light
2025-02-01 22:38:00,Light
2025-02-01 22:39:00,Light
2025-02-01 22:40:00,Light
2025-02-01 22:41:00,Light
2025-02-01 22:42:00,Light
2025-02-01 22:43:00,Light
2025-02-01 22:44:00,Light
2025-02-01 22:45:00,Light
2025-02-01 22:46:00,Light
2025-02-01 22:47:00,Light
2025-02-01 22:48:00,Light
2025-02-01 22:49:00,Light
2025-02-01 22:50:00,Light
2025-02-01 22:51:00,Light
2025-02-01 22:52:00,Light
2025-02-01 22:53:00,Light
2025-02-01 22:54:00,Light
